customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
53,383,286,723697.55,3,5,5,13,Champion
54,359,272,706253.28,5,5,5,15,Champion
55,362,296,786792.47,5,5,5,15,Champion
56,360,299,762340.24,5,5,5,15,Champion
57,359,263,630078.33,5,5,5,15,Champion
58,360,271,689238.24,5,5,5,15,Champion
59,360,276,723675.85,5,5,5,15,Champion
60,359,270,757129.31,5,5,5,15,Champion
61,359,260,683711.39,5,5,5,15,Champion
62,364,280,685198.77,5,5,5,15,Champion
63,359,282,675311.4,5,5,5,15,Champion
64,361,297,720122.57,5,5,5,15,Champion
65,368,277,746908.45,4,5,5,14,Champion
66,364,268,683382.83,5,5,5,15,Champion
67,360,278,765354.04,5,5,5,15,Champion
68,369,270,698405.17,4,5,5,14,Champion
69,359,312,781392.41,5,5,5,15,Champion
70,360,300,730841.22,5,5,5,15,Champion
71,360,274,683754.37,5,5,5,15,Champion
72,384,284,686666.4,3,5,5,13,Champion
73,359,273,709709.45,5,5,5,15,Champion
74,359,250,621574.92,5,5,5,15,Champion
75,361,281,704457.2,5,5,5,15,Champion
76,365,289,730820.1,5,5,5,15,Champion
77,365,290,834085.06,5,5,5,15,Champion
78,362,308,835630.79,5,5,5,15,Champion
79,362,279,652996.43,5,5,5,15,Champion
80,359,274,718230.68,5,5,5,15,Champion
81,359,297,722334.15,5,5,5,15,Champion
82,361,291,732265.94,5,5,5,15,Champion
83,360,262,678871.31,5,5,5,15,Champion
84,364,297,825303.03,5,5,5,15,Champion
85,360,290,739430.79,5,5,5,15,Champion
86,364,284,776880.06,5,5,5,15,Champion
87,360,316,860547.86,5,5,5,15,Champion
88,365,279,717130.78,5,5,5,15,Champion
89,361,284,749688.62,5,5,5,15,Champion
90,361,269,672177.16,5,5,5,15,Champion
91,359,318,866521.04,5,5,5,15,Champion
92,365,290,754087.88,5,5,5,15,Champion
93,362,298,731372.4,5,5,5,15,Champion
94,366,244,602679.52,4,5,5,14,Champion
95,360,290,768343.73,5,5,5,15,Champion
96,363,283,757745.84,5,5,5,15,Champion
97,366,304,783571.96,4,5,5,14,Champion
98,366,288,742082.22,4,5,5,14,Champion
99,359,296,748636.11,5,5,5,15,Champion
100,360,301,755839.11,5,5,5,15,Champion
101,359,261,671051.47,5,5,5,15,Champion
102,363,300,709598.65,5,5,5,15,Champion
103,370,263,703534.29,4,5,5,14,Champion
104,364,303,743572.7,5,5,5,15,Champion
105,359,304,836077.23,5,5,5,15,Champion
106,360,280,682635.57,5,5,5,15,Champion
107,363,259,667496.2,5,5,5,15,Champion
108,359,298,776734.86,5,5,5,15,Champion
109,360,283,717462.97,5,5,5,15,Champion
110,360,285,727372.45,5,5,5,15,Champion
111,359,335,946392.61,5,5,5,15,Champion
112,360,296,722929.91,5,5,5,15,Champion
113,359,291,727174.12,5,5,5,15,Champion
114,359,276,686608.96,5,5,5,15,Champion
115,360,240,617793.04,5,5,5,15,Champion
116,365,312,808569.8,5,5,5,15,Champion
117,362,297,760630.46,5,5,5,15,Champion
118,361,257,661027.22,5,5,5,15,Champion
119,359,315,757002.31,5,5,5,15,Champion
120,361,293,733630.34,5,5,5,15,Champion
121,359,287,710237.85,5,5,5,15,Champion
122,363,271,711280.64,5,5,5,15,Champion
123,363,275,680014.95,5,5,5,15,Champion
124,369,307,772044.93,4,5,5,14,Champion
125,359,278,691285.47,5,5,5,15,Champion
126,360,282,697892.1,5,5,5,15,Champion
127,368,288,701846.55,4,5,5,14,Champion
128,360,273,731088.81,5,5,5,15,Champion
129,359,291,781103.09,5,5,5,15,Champion
130,360,281,721144.0,5,5,5,15,Champion
131,359,305,804610.15,5,5,5,15,Champion
132,363,278,734638.34,5,5,5,15,Champion
133,364,275,677978.28,5,5,5,15,Champion
134,361,281,717363.04,5,5,5,15,Champion
135,363,283,710585.98,5,5,5,15,Champion
136,359,294,806029.0,5,5,5,15,Champion
137,365,293,765121.23,5,5,5,15,Champion
138,361,285,739484.91,5,5,5,15,Champion
139,361,266,665972.09,5,5,5,15,Champion
140,360,286,654309.64,5,5,5,15,Champion
141,359,284,753405.73,5,5,5,15,Champion
142,380,277,704839.42,3,5,5,13,Champion
143,365,297,734420.64,5,5,5,15,Champion
144,360,271,685622.37,5,5,5,15,Champion
145,367,285,683887.38,4,5,5,14,Champion
146,362,305,734259.0,5,5,5,15,Champion
147,368,275,687325.34,4,5,5,14,Champion
148,369,302,744780.86,4,5,5,14,Champion
149,360,299,755112.76,5,5,5,15,Champion
150,364,283,705703.47,5,5,5,15,Champion
151,367,272,732310.94,4,5,5,14,Champion
152,364,296,750564.03,5,5,5,15,Champion
153,359,293,775392.8,5,5,5,15,Champion
154,359,282,710956.6,5,5,5,15,Champion
155,361,275,726213.03,5,5,5,15,Champion
156,362,293,657570.26,5,5,5,15,Champion
157,365,287,737680.6,5,5,5,15,Champion
158,365,281,724601.49,5,5,5,15,Champion
159,360,290,815804.04,5,5,5,15,Champion
160,360,275,744935.46,5,5,5,15,Champion
161,360,266,713291.68,5,5,5,15,Champion
162,361,304,810796.41,5,5,5,15,Champion
163,365,308,773374.55,5,5,5,15,Champion
164,366,287,791763.83,4,5,5,14,Champion
165,362,283,696647.81,5,5,5,15,Champion
166,362,299,820009.76,5,5,5,15,Champion
167,371,333,894155.13,4,5,5,14,Champion
168,361,309,737973.81,5,5,5,15,Champion
169,366,295,773865.22,4,5,5,14,Champion
170,359,258,701925.91,5,5,5,15,Champion
171,360,304,822162.67,5,5,5,15,Champion
172,359,292,707238.54,5,5,5,15,Champion
173,361,315,780022.93,5,5,5,15,Champion
174,362,280,752895.85,5,5,5,15,Champion
175,361,302,706948.74,5,5,5,15,Champion
176,360,251,633023.08,5,5,5,15,Champion
177,360,283,730818.63,5,5,5,15,Champion
178,359,302,779005.95,5,5,5,15,Champion
179,359,284,692196.18,5,5,5,15,Champion
180,362,272,747633.09,5,5,5,15,Champion
181,365,264,644743.4,5,5,5,15,Champion
182,363,283,699197.72,5,5,5,15,Champion
183,360,313,811556.61,5,5,5,15,Champion
184,370,261,666539.01,4,5,5,14,Champion
185,361,296,778866.02,5,5,5,15,Champion
186,359,288,674062.9,5,5,5,15,Champion
187,361,268,710171.53,5,5,5,15,Champion
188,364,283,733752.23,5,5,5,15,Champion
189,376,272,701771.17,3,5,5,13,Champion
190,364,264,702086.28,5,5,5,15,Champion
191,367,298,800189.1,4,5,5,14,Champion
192,374,287,722545.12,4,5,5,14,Champion
193,362,281,728746.07,5,5,5,15,Champion
194,365,286,737842.13,5,5,5,15,Champion
195,359,306,742023.84,5,5,5,15,Champion
196,369,289,735524.83,4,5,5,14,Champion
197,359,259,642394.66,5,5,5,15,Champion
198,359,263,654763.02,5,5,5,15,Champion
199,366,289,669952.9,4,5,5,14,Champion
200,361,282,739223.84,5,5,5,15,Champion
201,385,33,81632.96,3,4,4,11,Loyal
202,388,26,63606.63,3,2,2,7,At Risk
203,385,35,120617.03,3,4,5,12,Loyal
204,376,36,95548.78,3,5,5,13,Champion
205,405,42,100959.87,2,5,5,12,Loyal
206,373,26,54456.42,4,2,1,7,At Risk
207,366,31,91493.96,4,3,4,11,Loyal
208,448,20,48445.58,1,1,1,3,Hibernating
209,365,27,56195.45,5,2,1,8,At Risk
210,392,31,89636.31,2,3,4,9,Loyal
211,394,29,78059.73,2,2,3,7,At Risk
212,383,33,85866.26,3,4,4,11,Loyal
213,396,28,85806.91,2,2,4,8,At Risk
214,389,31,74456.34,3,3,3,9,Loyal
215,537,21,63730.8,1,1,2,4,Hibernating
216,408,31,73623.2,2,3,3,8,At Risk
217,407,24,59544.61,2,1,1,4,Hibernating
218,375,38,79147.88,4,5,3,12,Loyal
219,400,24,71485.1,2,1,3,6,At Risk
220,393,22,74900.1,2,1,3,6,At Risk
221,386,35,93417.31,3,4,5,12,Loyal
222,365,33,87680.32,5,4,4,13,Champion
223,368,34,119950.97,4,4,5,13,Champion
224,365,23,65386.95,5,1,2,8,At Risk
225,364,38,113387.41,5,5,5,15,Champion
226,377,34,79372.2,3,4,3,10,Loyal
227,394,51,140217.88,2,5,5,12,Loyal
228,360,22,47515.66,5,1,1,7,At Risk
229,424,40,90007.82,1,5,4,10,Loyal
230,442,39,115853.76,1,5,5,11,Loyal
231,389,35,65149.33,3,4,2,9,Loyal
232,403,23,48760.07,2,1,1,4,Hibernating
233,464,29,74686.16,1,2,3,6,At Risk
234,421,33,84541.28,1,4,4,9,Loyal
235,383,23,47030.3,3,1,1,5,Hibernating
236,367,26,73168.72,4,2,3,9,Loyal
237,368,34,101631.99,4,4,5,13,Champion
238,378,32,86701.44,3,4,4,11,Loyal
239,377,28,76203.35,3,2,3,8,At Risk
240,523,28,68393.27,1,2,2,5,Hibernating
241,365,39,96372.02,5,5,5,15,Champion
242,481,31,67522.41,1,3,2,6,At Risk
243,426,38,99888.67,1,5,5,11,Loyal
244,445,26,67746.27,1,2,2,5,Hibernating
245,393,28,80217.8,2,2,3,7,At Risk
246,442,30,69820.07,1,3,2,6,At Risk
247,366,21,56313.0,4,1,1,6,At Risk
248,456,24,70813.23,1,1,2,4,Hibernating
249,411,25,80349.71,2,1,3,6,At Risk
250,376,35,77595.98,3,4,3,10,Loyal
251,415,32,97260.71,2,4,5,11,Loyal
252,392,35,78801.73,2,4,3,9,Loyal
253,366,38,92825.84,4,5,4,13,Champion
254,373,26,46792.46,4,2,1,7,At Risk
255,374,27,61498.97,4,2,2,8,At Risk
256,366,31,68747.9,4,3,2,9,Loyal
257,366,27,72576.95,4,2,3,9,Loyal
258,386,30,64532.45,3,3,2,8,At Risk
259,383,27,57963.14,3,2,1,6,At Risk
260,402,36,113754.23,2,5,5,12,Loyal
261,392,27,55300.31,2,2,1,5,Hibernating
262,364,29,68942.45,5,2,2,9,Loyal
263,373,31,63631.56,4,3,2,9,Loyal
264,359,39,104583.42,5,5,5,15,Champion
265,366,28,100163.86,4,2,5,11,Loyal
266,390,34,77476.52,3,4,3,10,Loyal
267,363,33,91696.53,5,4,4,13,Champion
268,375,29,76921.15,4,2,3,9,Loyal
269,406,30,70908.17,2,3,2,7,At Risk
270,424,28,57548.23,1,2,1,4,Hibernating
271,384,29,61696.49,3,2,2,7,At Risk
272,393,23,47540.67,2,1,1,4,Hibernating
273,468,30,79676.46,1,3,3,7,At Risk
274,373,30,72647.36,4,3,3,10,Loyal
275,393,37,115465.48,2,5,5,12,Loyal
276,373,23,71322.82,4,1,2,7,At Risk
277,366,20,39309.18,4,1,1,6,At Risk
278,414,39,98610.07,2,5,5,12,Loyal
279,407,20,43321.51,2,1,1,4,Hibernating
280,401,29,71026.63,2,2,2,6,At Risk
281,378,19,48453.5,3,1,1,5,Hibernating
282,383,28,88525.74,3,2,4,9,Loyal
283,394,28,52283.82,2,2,1,5,Hibernating
284,363,25,58422.74,5,1,1,7,At Risk
285,465,25,66402.11,1,1,2,4,Hibernating
286,386,30,72674.8,3,3,3,9,Loyal
287,374,34,97719.33,4,4,5,13,Champion
288,377,36,77425.09,3,5,3,11,Loyal
289,369,31,68194.75,4,3,2,9,Loyal
290,374,39,86179.38,4,5,4,13,Champion
291,373,33,88186.54,4,4,4,12,Loyal
292,439,20,75003.25,1,1,3,5,Hibernating
293,374,29,63460.14,4,2,2,8,At Risk
294,362,30,67006.84,5,3,2,10,Loyal
295,430,32,91500.39,1,4,4,9,Loyal
296,390,30,81194.76,3,3,4,10,Loyal
297,438,31,81210.29,1,3,4,8,At Risk
298,378,27,42971.43,3,2,1,6,At Risk
299,444,33,69520.5,1,4,2,7,At Risk
300,361,27,56606.37,5,2,1,8,At Risk
301,359,20,72800.3,5,1,3,9,Loyal
302,394,26,64887.14,2,2,2,6,At Risk
303,365,24,61420.29,5,1,2,8,At Risk
304,366,17,54650.15,4,1,1,6,At Risk
305,415,28,74449.9,2,2,3,7,At Risk
306,431,30,54886.49,1,3,1,5,Hibernating
307,366,24,60008.89,4,1,1,6,At Risk
308,366,41,99864.63,4,5,5,14,Champion
309,378,30,80567.16,3,3,3,9,Loyal
310,366,29,63196.42,4,2,2,8,At Risk
311,430,28,82958.38,1,2,4,7,At Risk
312,458,25,57414.92,1,1,1,3,Hibernating
313,366,34,87735.11,4,4,4,12,Loyal
314,407,33,91316.02,2,4,4,10,Loyal
315,407,28,97970.53,2,2,5,9,Loyal
316,397,34,83762.44,2,4,4,10,Loyal
317,366,37,119690.39,4,5,5,14,Champion
318,385,27,73932.17,3,2,3,8,At Risk
319,433,29,68352.42,1,2,2,5,Hibernating
320,434,25,78702.81,1,1,3,5,Hibernating
321,379,26,83808.51,3,2,4,9,Loyal
322,361,33,92733.51,5,4,4,13,Champion
323,466,27,66018.63,1,2,2,5,Hibernating
324,675,20,46222.65,1,1,1,3,Hibernating
325,387,26,61558.17,3,2,2,7,At Risk
326,376,31,70061.96,3,3,2,8,At Risk
327,372,27,84748.85,4,2,4,10,Loyal
328,365,35,75254.22,5,4,3,12,Loyal
329,397,23,55054.07,2,1,1,4,Hibernating
330,482,24,59915.59,1,1,1,3,Hibernating
331,476,30,75144.54,1,3,3,7,At Risk
332,368,33,72041.19,4,4,3,11,Loyal
333,372,24,64546.79,4,1,2,7,At Risk
334,396,22,61144.71,2,1,1,4,Hibernating
335,368,17,53413.53,4,1,1,6,At Risk
336,369,33,81674.05,4,4,4,12,Loyal
337,382,25,61884.2,3,1,2,6,At Risk
338,379,27,70662.17,3,2,2,7,At Risk
339,364,34,73044.87,5,4,3,12,Loyal
340,407,28,95052.76,2,2,5,9,Loyal
341,535,31,67556.19,1,3,2,6,At Risk
342,405,14,44619.97,2,1,1,4,Hibernating
343,364,31,80466.47,5,3,3,11,Loyal
344,360,30,91524.59,5,3,4,12,Loyal
345,440,32,85501.47,1,4,4,9,Loyal
346,386,35,81883.85,3,4,4,11,Loyal
347,382,31,66353.24,3,3,2,8,At Risk
348,390,29,79577.25,3,2,3,8,At Risk
349,401,31,84632.59,2,3,4,9,Loyal
350,458,23,55304.9,1,1,1,3,Hibernating
351,516,27,64042.29,1,2,2,5,Hibernating
352,387,35,83390.75,3,4,4,11,Loyal
353,382,21,49820.39,3,1,1,5,Hibernating
354,369,26,75731.09,4,2,3,9,Loyal
355,384,31,84652.88,3,3,4,10,Loyal
356,378,25,52808.73,3,1,1,5,Hibernating
357,455,23,55789.91,1,1,1,3,Hibernating
358,406,27,106820.19,2,2,5,9,Loyal
359,445,29,81891.9,1,2,4,7,At Risk
360,455,29,67577.11,1,2,2,5,Hibernating
361,368,25,95878.27,4,1,5,10,Loyal
362,385,26,63548.38,3,2,2,7,At Risk
363,369,31,62439.53,4,3,2,9,Loyal
364,361,48,102613.45,5,5,5,15,Champion
365,372,36,104797.35,4,5,5,14,Champion
366,398,35,89903.3,2,4,4,10,Loyal
367,426,24,65962.16,1,1,2,4,Hibernating
368,472,32,79912.12,1,4,3,8,At Risk
369,359,30,66546.35,5,3,2,10,Loyal
370,422,28,69241.09,1,2,2,5,Hibernating
371,361,25,52459.03,5,1,1,7,At Risk
372,398,29,93425.45,2,2,5,9,Loyal
373,366,34,95880.88,4,4,5,13,Champion
374,379,29,86174.72,3,2,4,9,Loyal
375,362,37,90928.44,5,5,4,14,Champion
376,364,24,62749.39,5,1,2,8,At Risk
377,466,29,74717.67,1,2,3,6,At Risk
378,363,35,78153.5,5,4,3,12,Loyal
379,362,26,65616.19,5,2,2,9,Loyal
380,372,29,82213.65,4,2,4,10,Loyal
381,389,26,59464.77,3,2,1,6,At Risk
382,372,30,66486.72,4,3,2,9,Loyal
383,396,32,70957.12,2,4,2,8,At Risk
384,395,37,78500.09,2,5,3,10,Loyal
385,428,27,68253.04,1,2,2,5,Hibernating
386,399,32,85785.04,2,4,4,10,Loyal
387,363,31,86127.62,5,3,4,12,Loyal
388,422,35,81014.68,1,4,4,9,Loyal
389,364,32,79076.49,5,4,3,12,Loyal
390,372,38,80880.18,4,5,3,12,Loyal
391,385,38,69527.14,3,5,2,10,Loyal
392,392,30,78776.32,2,3,3,8,At Risk
393,410,36,117048.01,2,5,5,12,Loyal
394,373,38,125337.14,4,5,5,14,Champion
395,388,21,51268.55,3,1,1,5,Hibernating
396,364,33,105150.25,5,4,5,14,Champion
397,397,30,90580.54,2,3,4,9,Loyal
398,359,20,41737.6,5,1,1,7,At Risk
399,385,30,77981.23,3,3,3,9,Loyal
400,414,28,73297.73,2,2,3,7,At Risk
401,360,27,80016.07,5,2,3,10,Loyal
402,373,34,94157.66,4,4,5,13,Champion
403,410,26,67963.03,2,2,2,6,At Risk
404,393,40,89664.38,2,5,4,11,Loyal
405,407,24,54134.73,2,1,1,4,Hibernating
406,359,23,55592.12,5,1,1,7,At Risk
407,361,20,58047.42,5,1,1,7,At Risk
408,361,28,64828.58,5,2,2,9,Loyal
409,360,34,85950.87,5,4,4,13,Champion
410,429,30,91150.55,1,3,4,8,At Risk
411,359,34,89477.14,5,4,4,13,Champion
412,366,29,93378.61,4,2,5,11,Loyal
413,359,30,67940.34,5,3,2,10,Loyal
414,385,26,70787.96,3,2,2,7,At Risk
415,362,28,80122.39,5,2,3,10,Loyal
416,369,28,81310.44,4,2,4,10,Loyal
417,507,38,110880.54,1,5,5,11,Loyal
418,373,34,77019.6,4,4,3,11,Loyal
419,374,28,93777.31,4,2,5,11,Loyal
420,385,24,53048.52,3,1,1,5,Hibernating
421,405,22,35964.66,2,1,1,4,Hibernating
422,366,33,82689.92,4,4,4,12,Loyal
423,467,34,88094.43,1,4,4,9,Loyal
424,363,35,86373.72,5,4,4,13,Champion
425,389,35,72602.49,3,4,3,10,Loyal
426,360,18,56791.64,5,1,1,7,At Risk
427,359,26,74509.25,5,2,3,10,Loyal
428,367,28,97163.73,4,2,5,11,Loyal
429,388,30,87764.54,3,3,4,10,Loyal
430,367,40,102439.53,4,5,5,14,Champion
431,488,34,99198.05,1,4,5,10,Loyal
432,390,31,90243.76,3,3,4,10,Loyal
433,364,37,90794.4,5,5,4,14,Champion
434,386,26,66468.43,3,2,2,7,At Risk
435,502,31,88361.09,1,3,4,8,At Risk
436,365,25,58091.73,5,1,1,7,At Risk
437,437,32,76063.57,1,4,3,8,At Risk
438,379,32,101780.19,3,4,5,12,Loyal
439,398,32,106187.49,2,4,5,11,Loyal
440,482,28,67244.5,1,2,2,5,Hibernating
441,395,41,91668.87,2,5,4,11,Loyal
442,359,25,50487.31,5,1,1,7,At Risk
443,401,33,75544.9,2,4,3,9,Loyal
444,426,26,57614.13,1,2,1,4,Hibernating
445,360,24,47850.08,5,1,1,7,At Risk
446,365,34,92816.76,5,4,4,13,Champion
447,378,29,73692.89,3,2,3,8,At Risk
448,429,26,63502.98,1,2,2,5,Hibernating
449,384,17,47309.8,3,1,1,5,Hibernating
450,367,33,76435.3,4,4,3,11,Loyal
451,371,35,66798.63,4,4,2,10,Loyal
452,397,24,71857.97,2,1,3,6,At Risk
453,392,33,96189.01,2,4,5,11,Loyal
454,386,36,81615.73,3,5,4,12,Loyal
455,361,36,97154.38,5,5,5,15,Champion
456,417,31,69986.62,1,3,2,6,At Risk
457,381,36,81215.63,3,5,4,12,Loyal
458,362,15,61510.38,5,1,2,8,At Risk
459,390,28,70447.29,3,2,2,7,At Risk
460,370,39,97403.64,4,5,5,14,Champion
461,379,29,79193.04,3,2,3,8,At Risk
462,404,21,64326.9,2,1,2,5,Hibernating
463,360,34,90753.38,5,4,4,13,Champion
464,414,37,86330.33,2,5,4,11,Loyal
465,364,21,41236.1,5,1,1,7,At Risk
466,365,30,85251.95,5,3,4,12,Loyal
467,361,26,67876.76,5,2,2,9,Loyal
468,445,33,80487.22,1,4,3,8,At Risk
469,382,26,63163.78,3,2,2,7,At Risk
470,375,35,94011.62,4,4,5,13,Champion
471,393,30,64047.98,2,3,2,7,At Risk
472,413,34,80895.85,2,4,3,9,Loyal
473,363,35,75079.56,5,4,3,12,Loyal
474,412,40,130490.23,2,5,5,12,Loyal
475,403,29,60607.97,2,2,1,5,Hibernating
476,472,32,84070.84,1,4,4,9,Loyal
477,383,26,77555.96,3,2,3,8,At Risk
478,375,33,71154.3,4,4,2,10,Loyal
479,380,36,100260.99,3,5,5,13,Champion
480,415,36,109556.27,2,5,5,12,Loyal
481,388,29,91059.58,3,2,4,9,Loyal
482,360,27,42679.54,5,2,1,8,At Risk
483,384,35,78241.49,3,4,3,10,Loyal
484,401,26,75370.15,2,2,3,7,At Risk
485,369,39,81416.48,4,5,4,13,Champion
486,369,35,82295.5,4,4,4,12,Loyal
487,363,33,106708.99,5,4,5,14,Champion
488,405,39,102713.39,2,5,5,12,Loyal
489,367,26,63556.21,4,2,2,8,At Risk
490,439,30,87587.85,1,3,4,8,At Risk
491,359,39,115922.47,5,5,5,15,Champion
492,367,29,64889.28,4,2,2,8,At Risk
493,383,40,95379.19,3,5,5,13,Champion
494,370,20,40333.76,4,1,1,6,At Risk
495,478,24,58668.98,1,1,1,3,Hibernating
496,382,29,70775.14,3,2,2,7,At Risk
497,379,40,100061.42,3,5,5,13,Champion
498,383,33,86914.29,3,4,4,11,Loyal
499,407,23,70131.73,2,1,2,5,Hibernating
500,369,45,121625.12,4,5,5,14,Champion
501,376,29,82016.39,3,2,4,9,Loyal
502,466,31,72790.39,1,3,3,7,At Risk
503,391,20,63968.6,2,1,2,5,Hibernating
504,391,33,83583.45,2,4,4,10,Loyal
505,379,30,70092.78,3,3,2,8,At Risk
506,364,30,69165.13,5,3,2,10,Loyal
507,469,20,60261.92,1,1,1,3,Hibernating
508,393,24,56265.97,2,1,1,4,Hibernating
509,380,24,73751.85,3,1,3,7,At Risk
510,461,33,94741.22,1,4,5,10,Loyal
511,365,37,85781.96,5,5,4,14,Champion
512,362,32,85542.94,5,4,4,13,Champion
513,398,31,77375.93,2,3,3,8,At Risk
514,372,23,49318.37,4,1,1,6,At Risk
515,416,29,65277.33,2,2,2,6,At Risk
516,421,27,55503.02,1,2,1,4,Hibernating
517,407,21,59423.29,2,1,1,4,Hibernating
518,362,25,57325.9,5,1,1,7,At Risk
519,391,29,81511.12,2,2,4,8,At Risk
520,367,25,60611.24,4,1,1,6,At Risk
521,378,35,89304.16,3,4,4,11,Loyal
522,418,31,68691.83,1,3,2,6,At Risk
523,367,34,77524.47,4,4,3,11,Loyal
524,373,36,93252.65,4,5,5,14,Champion
525,396,27,71414.88,2,2,3,7,At Risk
526,398,31,80740.98,2,3,3,8,At Risk
527,368,24,65490.86,4,1,2,7,At Risk
528,368,35,96762.28,4,4,5,13,Champion
529,383,35,71320.35,3,4,2,9,Loyal
530,470,30,64220.53,1,3,2,6,At Risk
531,416,26,53083.98,2,2,1,5,Hibernating
532,370,38,104418.24,4,5,5,14,Champion
533,365,34,86842.35,5,4,4,13,Champion
534,370,30,60597.18,4,3,1,8,At Risk
535,401,30,81572.46,2,3,4,9,Loyal
536,432,26,60563.32,1,2,1,4,Hibernating
537,369,35,80418.38,4,4,3,11,Loyal
538,405,42,108380.25,2,5,5,12,Loyal
539,395,35,80780.37,2,4,3,9,Loyal
540,362,28,64489.63,5,2,2,9,Loyal
541,369,26,66994.35,4,2,2,8,At Risk
542,424,33,91678.75,1,4,4,9,Loyal
543,421,25,84183.61,1,1,4,6,At Risk
544,386,29,71910.52,3,2,3,8,At Risk
545,367,38,100206.03,4,5,5,14,Champion
546,370,28,86290.32,4,2,4,10,Loyal
547,378,31,62931.23,3,3,2,8,At Risk
548,359,35,82968.97,5,4,4,13,Champion
549,366,32,85902.65,4,4,4,12,Loyal
550,370,31,76427.81,4,3,3,10,Loyal
551,390,22,59728.75,3,1,1,5,Hibernating
552,415,33,65945.53,2,4,2,8,At Risk
553,364,32,75566.66,5,4,3,12,Loyal
554,364,25,50001.18,5,1,1,7,At Risk
555,371,24,56956.15,4,1,1,6,At Risk
556,443,24,47302.48,1,1,1,3,Hibernating
557,362,29,82067.2,5,2,4,11,Loyal
558,366,33,98966.17,4,4,5,13,Champion
559,395,31,68919.03,2,3,2,7,At Risk
560,424,31,85359.78,1,3,4,8,At Risk
561,422,27,64986.75,1,2,2,5,Hibernating
562,366,27,60994.25,4,2,1,7,At Risk
563,379,26,62170.93,3,2,2,7,At Risk
564,411,25,63110.07,2,1,2,5,Hibernating
565,416,30,70518.44,2,3,2,7,At Risk
566,364,30,73249.44,5,3,3,11,Loyal
567,398,28,75192.59,2,2,3,7,At Risk
568,454,24,74919.24,1,1,3,5,Hibernating
569,433,33,79021.14,1,4,3,8,At Risk
570,369,28,92006.24,4,2,4,10,Loyal
571,367,28,66311.17,4,2,2,8,At Risk
572,410,30,69583.72,2,3,2,7,At Risk
573,401,35,71894.47,2,4,3,9,Loyal
574,445,29,79830.65,1,2,3,6,At Risk
575,375,33,102780.18,4,4,5,13,Champion
576,375,36,74208.8,4,5,3,12,Loyal
577,364,34,72769.7,5,4,3,12,Loyal
578,424,29,70030.51,1,2,2,5,Hibernating
579,374,29,68372.01,4,2,2,8,At Risk
580,437,30,80593.03,1,3,3,7,At Risk
581,451,30,76012.44,1,3,3,7,At Risk
582,376,27,59434.85,3,2,1,6,At Risk
583,416,23,50738.56,2,1,1,4,Hibernating
584,370,49,126073.66,4,5,5,14,Champion
585,368,33,65371.72,4,4,2,10,Loyal
586,373,35,83580.22,4,4,4,12,Loyal
587,390,32,81564.6,3,4,4,11,Loyal
